Name: 
1
-----------------------------------------
Date: 02.05.2022 21-02-05 
-----------------------------------------
MeasureType: Amperage
-----------------------------------------
MeasureSubType: Time
-----------------------------------------
Description:

-----------------------------------------
Measure:
Time,       , Amperage    
сек           у.е  
-----------------------------------------
0           ,86          
1           ,15          
2           ,60          
3           ,17          
4           ,52          
5           ,88          
6           ,38          
7           ,34          
8           ,81          
9           ,51          
10          ,95          
11          ,34          
12          ,43          
13          ,75          
14          ,98          
15          ,77          
16          ,11          
17          ,74          
18          ,92          
19          ,46          
20          ,30          
21          ,29          
22          ,39          
23          ,49          
24          ,35          
25          ,17          
26          ,53          
27          ,96          
28          ,73          
29          ,47          
30          ,64          
31          ,56          
32          ,26          
33          ,62          
34          ,20          
35          ,77          
36          ,23          
37          ,63          
38          ,44          
39          ,97          
40          ,91          
41          ,85          
42          ,23          
43          ,25          
44          ,15          
45          ,84          
46          ,20          
47          ,75          
48          ,61          
49          ,22          
50          ,74          
51          ,45          
52          ,33          
53          ,32          
54          ,55          
55          ,67          
56          ,76          
57          ,21          
58          ,82          
59          ,44          
60          ,45          
61          ,42          
62          ,61          
63          ,44          
64          ,86          
65          ,48          
66          ,18          
67          ,81          
68          ,64          
69          ,31          
70          ,64          
71          ,48          
72          ,39          
73          ,95          
74          ,55          
75          ,45          
76          ,16          
77          ,23          
78          ,43          
79          ,51          
80          ,97          
81          ,77          
82          ,45          
83          ,60          
84          ,72          
85          ,29          
86          ,33          
87          ,94          
88          ,16          
89          ,53          
90          ,10          
91          ,12          
92          ,80          
93          ,10          
94          ,61          
95          ,59          
96          ,34          
97          ,78          
98          ,38          
99          ,66          
100         ,75          
101         ,39          
102         ,21          
103         ,40          
104         ,58          
105         ,36          
106         ,15          
107         ,37          
108         ,76          
109         ,20          
110         ,60          
111         ,62          
112         ,77          
113         ,41          
114         ,47          
115         ,67          
116         ,97          
117         ,10          
118         ,71          
119         ,67          
120         ,25          
121         ,24          
122         ,74          
123         ,20          
124         ,30          
125         ,61          
126         ,67          
127         ,39          
128         ,43          
129         ,95          
130         ,21          
131         ,37          
132         ,85          
133         ,76          
134         ,75          
135         ,68          
136         ,66          
137         ,14          
138         ,11          
139         ,46          
140         ,23          
141         ,95          
142         ,27          
143         ,96          
144         ,92          
145         ,47          
146         ,34          
147         ,49          
148         ,63          
149         ,94          
150         ,61          
151         ,33          
152         ,17          
153         ,70          
154         ,51          
155         ,61          
156         ,64          
157         ,10          
158         ,19          
159         ,97          
160         ,68          
161         ,76          
162         ,94          
163         ,80          
164         ,98          
165         ,32          
166         ,77          
167         ,11          
168         ,65          
169         ,78          
170         ,11          
171         ,92          
172         ,98          
173         ,34          
174         ,54          
175         ,29          
176         ,97          
177         ,78          
178         ,27          
179         ,82          
180         ,36          
181         ,27          
182         ,76          
183         ,49          
184         ,44          
185         ,88          
186         ,30          
187         ,24          
188         ,34          
189         ,24          
190         ,14          
191         ,66          
192         ,95          
193         ,14          
194         ,77          
195         ,46          
196         ,11          
197         ,46          
198         ,97          
199         ,70          
200         ,70          
201         ,33          
202         ,83          
203         ,84          
204         ,93          
205         ,69          
206         ,34          
207         ,82          
208         ,26          
209         ,32          
210         ,64          
211         ,85          
212         ,82          
213         ,36          
214         ,70          
215         ,51          
216         ,10          
217         ,54          
218         ,46          
219         ,20          
220         ,12          
221         ,63          
222         ,76          
223         ,51          
224         ,74          
225         ,44          
226         ,97          
227         ,94          
228         ,57          
229         ,18          
230         ,28          
231         ,61          
232         ,80          
233         ,57          
234         ,22          
235         ,12          
236         ,43          
237         ,91          
238         ,56          
239         ,74          
240         ,63          
241         ,47          
242         ,97          
243         ,12          
244         ,59          
245         ,28          
246         ,84          
247         ,68          
248         ,43          
249         ,36          
250         ,45          
251         ,56          
252         ,99          
253         ,87          
254         ,67          
255         ,16          
256         ,57          
257         ,41          
258         ,19          
259         ,58          
260         ,72          
261         ,39          
262         ,35          
263         ,18          
264         ,14          
265         ,12          
266         ,14          
267         ,34          
268         ,23          
269         ,67          
270         ,17          
271         ,19          
272         ,98          
273         ,72          
274         ,56          
275         ,65          
276         ,65          
277         ,73          
278         ,91          
279         ,56          
280         ,60          
281         ,39          
282         ,60          
283         ,30          
284         ,72          
285         ,71          
286         ,61          
287         ,93          
288         ,90          
289         ,16          
290         ,55          
291         ,11          
292         ,82          
293         ,98          
294         ,12          
295         ,33          
296         ,21          
297         ,89          
298         ,98          
299         ,56          
300         ,23          
301         ,59          
302         ,54          
303         ,76          
304         ,28          
305         ,36          
306         ,57          
307         ,37          
308         ,40          
309         ,12          
310         ,51          
311         ,83          
312         ,49          
313         ,63          
314         ,97          
315         ,43          
316         ,79          
317         ,14          
318         ,45          
319         ,42          
320         ,51          
321         ,21          
322         ,44          
323         ,17          
324         ,22          
325         ,15          
326         ,37          
327         ,10          
328         ,69          
329         ,33          
330         ,53          
331         ,75          
332         ,75          
333         ,44          
334         ,42          
335         ,11          
336         ,84          
337         ,84          
338         ,11          
339         ,45          
340         ,23          
341         ,34          
342         ,62          
343         ,88          
344         ,65          
345         ,71          
346         ,62          
347         ,28          
348         ,10          
349         ,69          
350         ,54          
351         ,16          
352         ,53          
353         ,66          
354         ,15          
355         ,12          
356         ,25          
357         ,46          
358         ,63          
359         ,23          
360         ,99          
361         ,57          
362         ,67          
363         ,17          
364         ,59          
365         ,75          
366         ,18          
367         ,15          
368         ,31          
369         ,96          
370         ,58          
371         ,94          
372         ,13          
373         ,99          
374         ,28          
375         ,26          
376         ,58          
377         ,56          
378         ,52          
379         ,50          
380         ,53          
381         ,18          
382         ,99          
383         ,99          
384         ,79          
385         ,46          
386         ,31          
387         ,19          
388         ,39          
389         ,40          
390         ,85          
391         ,47          
392         ,30          
393         ,88          
394         ,46          
395         ,66          
396         ,67          
397         ,55          
398         ,39          
399         ,89          
400         ,63          
401         ,56          
402         ,97          
403         ,14          
404         ,21          
405         ,59          
406         ,13          
407         ,53          
408         ,47          
409         ,89          
410         ,53          
411         ,69          
412         ,94          
413         ,23          
414         ,69          
415         ,90          
416         ,58          
417         ,67          
418         ,38          
419         ,22          
420         ,53          
421         ,98          
422         ,75          
423         ,90          
424         ,20          
425         ,20          
426         ,73          
427         ,24          
428         ,63          
429         ,61          
430         ,59          
431         ,12          
432         ,27          
433         ,62          
434         ,87          
435         ,96          
436         ,21          
437         ,94          
438         ,88          
439         ,29          
440         ,42          
441         ,78          
442         ,71          
443         ,49          
444         ,87          
445         ,26          
446         ,53          
447         ,17          
448         ,28          
449         ,55          
450         ,18          
451         ,99          
452         ,27          
453         ,26          
454         ,46          
455         ,64          
456         ,81          
457         ,16          
458         ,94          
459         ,10          
460         ,85          
461         ,89          
462         ,90          
463         ,85          
464         ,40          
465         ,50          
466         ,52          
467         ,41          
468         ,35          
469         ,73          
470         ,79          
471         ,63          
472         ,79          
473         ,18          
474         ,80          
475         ,75          
476         ,37          
477         ,36          
478         ,13          
479         ,93          
480         ,67          
481         ,66          
482         ,96          
483         ,17          
484         ,53          
485         ,59          
486         ,85          
487         ,10          
488         ,26          
489         ,33          
490         ,25          
491         ,15          
492         ,10          
493         ,88          
494         ,43          
495         ,53          
496         ,87          
497         ,85          
498         ,19          
499         ,46          
500         ,74          
