Name: 
в
-----------------------------------------
Date: 28.04.2022 22-59-12 
-----------------------------------------
MeasureType: Amperage
-----------------------------------------
MeasureSubType: Range
-----------------------------------------
Description:

-----------------------------------------
Measure:
Wave, нм    ,Amperage
нм            у.е  
-----------------------------------------
20000       ,58          
20001       ,79          
20002       ,84          
20002       ,43          
20003       ,33          
20004       ,10          
20005       ,82          
20006       ,36          
20007       ,91          
20008       ,44          
20009       ,28          
20010       ,47          
20011       ,81          
20012       ,34          
20013       ,22          
20014       ,30          
20015       ,48          
20016       ,86          
20017       ,99          
20018       ,57          
20019       ,74          
20020       ,29          
20021       ,76          
20022       ,75          
20023       ,58          
20024       ,57          
20025       ,99          
20026       ,67          
20027       ,67          
20028       ,34          
20029       ,21          
20030       ,59          
20031       ,51          
20032       ,41          
20033       ,73          
20034       ,51          
20035       ,52          
20036       ,47          
20037       ,22          
20038       ,11          
20039       ,17          
20040       ,39          
20041       ,98          
20042       ,43          
20043       ,92          
20044       ,98          
20045       ,73          
20046       ,12          
20047       ,43          
20048       ,81          
20049       ,20          
20050       ,75          
20051       ,85          
20052       ,50          
20053       ,36          
20054       ,38          
20055       ,13          
20056       ,18          
20057       ,85          
20058       ,75          
20059       ,11          
20060       ,25          
20061       ,68          
20062       ,67          
20063       ,33          
20064       ,68          
20065       ,96          
20066       ,49          
20067       ,60          
20068       ,70          
20069       ,78          
20070       ,11          
20071       ,73          
20072       ,98          
20073       ,50          
20074       ,45          
20075       ,30          
20076       ,42          
20077       ,83          
20078       ,59          
20079       ,84          
20080       ,96          
20081       ,34          
20082       ,85          
20083       ,23          
20084       ,45          
20085       ,74          
20086       ,11          
20087       ,15          
20088       ,45          
20089       ,48          
20090       ,44          
20091       ,62          
20092       ,46          
20093       ,99          
20094       ,92          
20095       ,70          
20096       ,41          
20097       ,20          
20098       ,33          
20099       ,12          
20100       ,34          
20101       ,51          
20102       ,72          
20103       ,13          
20104       ,19          
20105       ,11          
20106       ,86          
20107       ,99          
20108       ,91          
20109       ,17          
20110       ,71          
20111       ,34          
20112       ,35          
20113       ,91          
20114       ,14          
20115       ,90          
20116       ,82          
20117       ,53          
20118       ,88          
20119       ,94          
20120       ,95          
20121       ,43          
20122       ,25          
20123       ,32          
20124       ,44          
20125       ,48          
20126       ,37          
20127       ,99          
20128       ,57          
20129       ,74          
20130       ,89          
20131       ,31          
20132       ,59          
20133       ,57          
20134       ,60          
20135       ,55          
20136       ,62          
20137       ,82          
20138       ,14          
20139       ,43          
20140       ,87          
20141       ,11          
20142       ,24          
20143       ,37          
20144       ,77          
20145       ,19          
20146       ,37          
20147       ,55          
20148       ,94          
20149       ,11          
20150       ,87          
20151       ,87          
20152       ,32          
20153       ,39          
20154       ,16          
20155       ,90          
20156       ,36          
20157       ,50          
20158       ,68          
20159       ,70          
20160       ,74          
20161       ,87          
20162       ,52          
20163       ,26          
20164       ,27          
20165       ,49          
20166       ,75          
20167       ,77          
20168       ,41          
20169       ,59          
20170       ,38          
20171       ,10          
20172       ,49          
20173       ,54          
20174       ,16          
20175       ,94          
20176       ,29          
20177       ,87          
20178       ,54          
20179       ,35          
20180       ,21          
20181       ,81          
20182       ,14          
20183       ,56          
20184       ,87          
20185       ,11          
20186       ,99          
20187       ,30          
20188       ,51          
20189       ,69          
20190       ,28          
20191       ,21          
20192       ,23          
20193       ,43          
20194       ,68          
20195       ,10          
20196       ,59          
20197       ,97          
20198       ,20          
20199       ,38          
20200       ,43          
20201       ,59          
20202       ,23          
20203       ,45          
20204       ,72          
20205       ,86          
20206       ,48          
20207       ,77          
20208       ,32          
20209       ,22          
20210       ,70          
20211       ,49          
20212       ,95          
20213       ,43          
20214       ,59          
20215       ,92          
20216       ,82          
20217       ,95          
20218       ,38          
20219       ,26          
20220       ,49          
20221       ,55          
20222       ,36          
20223       ,71          
20224       ,40          
20225       ,26          
20226       ,86          
20227       ,15          
20228       ,85          
20229       ,16          
20230       ,44          
20231       ,32          
20232       ,77          
20233       ,26          
20234       ,91          
20235       ,61          
20236       ,68          
20237       ,69          
20238       ,83          
20239       ,10          
20240       ,63          
20241       ,31          
20242       ,97          
20243       ,38          
20244       ,99          
20245       ,79          
20246       ,26          
20247       ,80          
20248       ,84          
20249       ,76          
20250       ,27          
20251       ,63          
20252       ,69          
20253       ,93          
20254       ,88          
20255       ,88          
20256       ,33          
20257       ,51          
20258       ,14          
20259       ,55          
20260       ,10          
20261       ,43          
20262       ,92          
20263       ,25          
20264       ,77          
20265       ,48          
20266       ,71          
20267       ,78          
20268       ,51          
20269       ,97          
20270       ,34          
20271       ,23          
20272       ,22          
20273       ,38          
20274       ,62          
20275       ,27          
20276       ,57          
20277       ,98          
20278       ,72          
20279       ,61          
20280       ,10          
20281       ,16          
20282       ,30          
20283       ,19          
20284       ,89          
20285       ,81          
20286       ,62          
20287       ,83          
20288       ,37          
20289       ,13          
20290       ,38          
20291       ,26          
20292       ,64          
20293       ,37          
20294       ,10          
20295       ,30          
20296       ,39          
20297       ,82          
20298       ,60          
