Name: 
f
-----------------------------------------
Date: 28.04.2022 22-32-41 
-----------------------------------------
MeasureType: Amperage
-----------------------------------------
MeasureSubType: Range
-----------------------------------------
Description:

-----------------------------------------
Measure:
Wave, нм    ,Amperage
нм            у.е  
-----------------------------------------
20000       ,44          
20001       ,30          
20002       ,82          
20002       ,99          
20003       ,35          
20004       ,55          
20005       ,96          
20006       ,49          
20007       ,19          
20008       ,63          
20009       ,55          
20010       ,83          
20011       ,60          
20012       ,83          
20013       ,81          
20014       ,87          
20015       ,90          
20016       ,14          
20017       ,67          
20018       ,45          
20019       ,42          
20020       ,55          
20021       ,15          
20022       ,50          
20023       ,74          
20024       ,13          
20025       ,22          
20026       ,77          
20027       ,81          
20028       ,42          
20029       ,69          
20030       ,38          
20031       ,23          
20032       ,60          
20033       ,53          
20034       ,48          
20035       ,81          
20036       ,29          
20037       ,56          
20038       ,32          
20039       ,10          
20040       ,52          
20041       ,48          
20042       ,68          
20043       ,15          
20044       ,63          
20045       ,99          
20046       ,65          
20047       ,32          
20048       ,99          
20049       ,71          
20050       ,67          
20051       ,39          
20052       ,31          
20053       ,92          
20054       ,89          
20055       ,24          
20056       ,41          
20057       ,34          
20058       ,32          
20059       ,42          
20060       ,28          
20061       ,68          
20062       ,77          
20063       ,94          
20064       ,27          
20065       ,69          
20066       ,99          
20067       ,39          
20068       ,42          
20069       ,15          
20070       ,71          
20071       ,58          
20072       ,44          
20073       ,44          
20074       ,89          
20075       ,16          
20076       ,47          
20077       ,45          
20078       ,20          
20079       ,13          
20080       ,57          
20081       ,55          
20082       ,82          
20083       ,70          
20084       ,12          
20085       ,99          
20086       ,92          
20087       ,67          
20088       ,63          
20089       ,34          
20090       ,50          
20091       ,94          
20092       ,33          
20093       ,90          
20094       ,82          
20095       ,84          
20096       ,70          
20097       ,74          
20098       ,87          
20099       ,94          
20100       ,99          
20101       ,35          
20102       ,89          
20103       ,93          
20104       ,10          
20105       ,18          
20106       ,94          
20107       ,86          
20108       ,13          
20109       ,83          
20110       ,77          
20111       ,96          
20112       ,24          
20113       ,28          
20114       ,84          
20115       ,72          
20116       ,85          
20117       ,17          
20118       ,91          
20119       ,28          
20435       ,97          
20439       ,10          
20440       ,73          
20441       ,57          
20442       ,67          
20443       ,20          
20444       ,16          
20445       ,22          
20446       ,53          
20447       ,39          
20448       ,57          
20449       ,84          
20450       ,43          
20451       ,93          
20452       ,61          
20453       ,48          
20454       ,72          
20455       ,87          
20456       ,42          
20457       ,61          
20458       ,97          
20459       ,17          
20460       ,82          
20461       ,23          
20462       ,91          
20463       ,57          
20464       ,70          
20465       ,86          
20466       ,35          
20467       ,19          
20468       ,80          
20469       ,45          
20470       ,42          
20471       ,47          
20472       ,69          
20473       ,53          
20474       ,14          
20475       ,61          
20476       ,75          
20477       ,41          
20478       ,99          
20479       ,59          
20480       ,41          
20481       ,49          
20482       ,24          
20483       ,20          
20484       ,85          
20485       ,33          
20486       ,46          
20487       ,41          
20488       ,75          
20489       ,74          
20490       ,64          
20491       ,85          
20492       ,54          
20493       ,77          
20494       ,27          
20495       ,59          
20496       ,66          
20497       ,20          
20498       ,49          
20499       ,29          
20500       ,86          
20501       ,44          
20502       ,58          
20503       ,22          
20504       ,51          
20505       ,96          
20506       ,34          
20507       ,17          
20508       ,44          
20509       ,20          
20510       ,21          
20511       ,10          
20512       ,62          
20513       ,47          
20514       ,75          
20515       ,43          
20516       ,98          
20517       ,80          
20518       ,72          
20519       ,46          
20520       ,50          
20521       ,94          
20522       ,43          
20523       ,15          
20524       ,80          
20525       ,56          
20526       ,93          
20527       ,92          
20528       ,35          
20529       ,54          
20530       ,95          
20531       ,65          
20532       ,92          
20533       ,79          
20534       ,72          
20535       ,97          
20536       ,90          
20537       ,12          
20538       ,68          
20539       ,88          
20540       ,99          
20541       ,38          
20542       ,96          
20543       ,65          
20544       ,63          
20545       ,63          
20546       ,33          
20547       ,16          
20548       ,11          
20549       ,84          
20550       ,61          
20551       ,85          
20552       ,47          
20553       ,12          
20554       ,79          
20555       ,92          
20556       ,10          
20557       ,53          
20558       ,41          
20559       ,95          
20560       ,12          
20561       ,41          
20562       ,82          
20563       ,90          
20564       ,24          
20565       ,56          
20566       ,18          
20567       ,82          
20568       ,75          
20569       ,78          
20570       ,52          
20571       ,95          
20572       ,21          
20573       ,83          
20574       ,47          
20575       ,22          
20576       ,97          
20577       ,78          
20578       ,52          
20579       ,27          
20580       ,33          
20581       ,87          
20582       ,91          
20583       ,51          
20584       ,93          
20585       ,20          
20586       ,27          
20587       ,89          
20588       ,10          
20589       ,79          
20590       ,96          
20591       ,47          
20592       ,71          
20593       ,73          
20594       ,85          
20595       ,67          
20596       ,56          
20597       ,16          
20598       ,50          
20599       ,17          
20600       ,54          
20601       ,50          
20602       ,40          
20603       ,32          
20604       ,41          
20605       ,65          
20606       ,73          
20607       ,64          
20608       ,65          
20609       ,67          
20610       ,95          
20611       ,31          
20612       ,10          
20613       ,23          
20614       ,71          
20615       ,25          
20616       ,50          
20617       ,40          
20618       ,96          
20619       ,14          
20620       ,38          
20621       ,29          
20622       ,82          
20623       ,95          
20624       ,81          
20625       ,15          
20626       ,34          
20627       ,48          
20628       ,97          
20629       ,79          
20630       ,65          
20631       ,90          
20632       ,38          
20633       ,45          
20634       ,72          
20635       ,83          
20636       ,56          
20637       ,68          
20638       ,20          
20639       ,37          
20640       ,46          
20641       ,63          
20642       ,34          
20643       ,42          
20644       ,84          
20645       ,74          
20646       ,46          
20647       ,57          
20648       ,12          
20649       ,69          
20650       ,27          
20651       ,25          
20652       ,20          
20653       ,45          
20654       ,78          
20655       ,35          
20656       ,67          
20657       ,45          
20658       ,51          
20659       ,35          
20660       ,41          
20661       ,35          
20662       ,66          
20663       ,85          
20664       ,11          
20665       ,15          
20666       ,93          
20667       ,65          
20668       ,51          
20669       ,88          
20670       ,69          
20671       ,82          
20672       ,30          
20673       ,68          
20674       ,67          
20675       ,74          
20676       ,94          
20677       ,50          
20678       ,21          
20679       ,16          
20680       ,68          
20681       ,76          
20682       ,45          
20683       ,37          
20684       ,62          
20685       ,50          
20686       ,80          
20687       ,92          
20688       ,67          
20689       ,47          
20690       ,25          
20691       ,20          
20692       ,26          
20693       ,84          
20694       ,96          
20695       ,21          
20696       ,97          
20697       ,48          
20698       ,41          
20699       ,78          
20700       ,81          
20701       ,81          
20702       ,16          
20703       ,24          
20704       ,10          
20705       ,45          
20706       ,95          
20707       ,51          
20708       ,77          
20709       ,13          
20710       ,40          
20711       ,27          
20712       ,33          
20713       ,44          
20714       ,66          
20715       ,64          
20716       ,89          
20717       ,38          
20718       ,33          
20719       ,61          
20720       ,35          
20721       ,10          
20722       ,97          
20723       ,14          
20724       ,72          
20725       ,59          
20726       ,65          
20727       ,46          
20728       ,71          
20729       ,56          
20730       ,77          
20731       ,56          
20732       ,18          
20733       ,42          
20734       ,35          
20735       ,87          
20736       ,70          
20737       ,31          
20738       ,37          
20739       ,26          
20740       ,55          
20741       ,38          
20742       ,24          
20743       ,63          
20744       ,16          
20745       ,98          
20746       ,86          
20747       ,82          
20748       ,27          
20749       ,42          
20750       ,31          
20751       ,69          
20752       ,25          
20753       ,80          
20754       ,53          
20755       ,80          
20756       ,83          
20757       ,12          
20758       ,51          
20759       ,51          
20760       ,80          
20761       ,58          
20762       ,79          
20763       ,30          
20764       ,35          
20765       ,84          
20766       ,18          
20767       ,91          
20768       ,19          
20769       ,79          
20770       ,93          
20771       ,68          
20772       ,10          
20773       ,16          
20774       ,16          
20775       ,96          
20776       ,85          
20777       ,44          
20778       ,97          
20779       ,73          
20780       ,72          
20781       ,82          
20782       ,28          
20783       ,39          
20784       ,35          
20785       ,18          
20786       ,40          
20787       ,38          
20788       ,88          
20789       ,55          
20790       ,13          
20791       ,68          
20792       ,79          
20793       ,86          
20794       ,46          
20795       ,96          
20796       ,59          
20797       ,94          
20798       ,37          
20799       ,31          
20800       ,90          
20801       ,95          
20802       ,73          
20803       ,47          
20804       ,48          
20805       ,63          
20806       ,69          
20807       ,19          
20808       ,73          
20809       ,57          
20810       ,94          
20811       ,49          
20812       ,14          
20813       ,78          
20814       ,78          
20815       ,97          
20816       ,40          
20817       ,49          
20818       ,95          
20819       ,27          
20820       ,54          
20821       ,79          
20822       ,12          
20823       ,63          
20824       ,76          
20825       ,35          
20826       ,88          
20827       ,23          
20828       ,69          
20829       ,20          
20830       ,47          
20831       ,91          
20832       ,16          
20833       ,75          
20834       ,83          
20835       ,76          
20836       ,19          
20837       ,81          
20838       ,90          
20839       ,72          
20840       ,49          
20841       ,30          
20842       ,64          
20843       ,41          
20844       ,60          
20845       ,63          
20846       ,64          
20847       ,11          
20848       ,18          
20849       ,48          
20850       ,66          
20851       ,19          
20852       ,98          
20853       ,19          
20854       ,77          
20855       ,20          
20856       ,93          
20857       ,19          
20858       ,70          
20859       ,23          
20860       ,74          
20861       ,55          
20862       ,49          
20863       ,63          
